emp_no,first_name,last_name,title,from_date,to_date
11735,Amalendu,Picci,Senior Staff,1997-07-14,9999-01-01
11736,Shugo,Uchoa,Senior Engineer,1994-03-07,9999-01-01
11737,Martina,Garnier,Assistant Engineer,1995-07-11,9999-01-01
11746,Koichi,Marrakchi,Senior Staff,1995-11-18,9999-01-01
11748,Lihong,Massonet,Engineer,1996-07-24,9999-01-01
11751,Jiafu,Emiris,Senior Staff,1993-11-03,9999-01-01
11756,Abdelwaheb,Vakili,Engineer,1999-11-26,9999-01-01
11763,Yuriy,Liesche,Engineer,1997-04-18,9999-01-01
11764,Sanjay,Anick,Engineer,1991-12-16,1996-12-15
11765,Zorica,Junet,Senior Staff,2000-07-03,9999-01-01
11769,Chandrasekaran,Lampe,Senior Staff,2001-10-22,9999-01-01
11770,Arumugam,Jakobus,Engineer,1992-11-29,2000-11-29
11772,Gaurav,Penz,Engineer,1999-11-07,9999-01-01
11774,Aron,Wroclawski,Engineer,1998-11-26,9999-01-01
11778,Dhritiman,Fontan,Engineer,1992-12-28,1997-12-28
11779,Shunichi,Thombley,Staff,1996-11-21,9999-01-01
11791,Gal,Mamelak,Senior Engineer,1994-11-15,9999-01-01
11797,Chenxi,Thambidurai,Senior Staff,1996-08-30,9999-01-01
11801,Tommaso,Dayang,Senior Staff,1997-06-12,9999-01-01
11807,Chriss,Binding,Technique Leader,1992-07-11,9999-01-01
11810,Amabile,Bhattacharjee,Senior Engineer,1992-01-05,9999-01-01
11811,Herb,Boissier,Senior Staff,1998-03-28,9999-01-01
11817,Niranjan,Markovitch,Senior Staff,1993-04-12,9999-01-01
11822,Sastry,Madeira,Staff,1996-07-07,9999-01-01
11823,Weiyi,Iacovou,Senior Engineer,1995-10-23,9999-01-01
11829,Chaosheng,Pettis,Assistant Engineer,1999-10-11,9999-01-01
11832,Arto,Zlotek,Engineer,1996-02-04,9999-01-01
11836,Ortrud,Bakhtari,Senior Staff,1989-07-28,9999-01-01
11841,Elvia,Bugrara,Staff,1996-04-02,9999-01-01
11842,Moto,Piazza,Senior Staff,1999-12-11,9999-01-01
11844,Shawna,Demeyer,Engineer,1988-01-27,1995-01-27
11846,Fai,Perly,Engineer,1994-06-22,1999-06-22
11853,Zeljko,Kusakabe,Senior Staff,1996-11-17,9999-01-01
11857,Divier,Farrag,Senior Staff,1986-08-27,9999-01-01
11862,Alejandra,Deville,Engineer,1993-01-20,1998-01-20
11864,Pradeep,Kriebel,Staff,1995-11-02,9999-01-01
11868,Kwee,Demke,Engineer,1995-04-03,9999-01-01
11869,Fumino,Luca,Engineer,1996-08-12,9999-01-01
11871,Nalini,Sommen,Engineer,1993-10-13,1998-10-13
11872,Cheong,Riexinger,Senior Staff,2002-02-12,9999-01-01
11876,Leszek,Kobuchi,Engineer,1991-06-08,2000-06-07
11881,Arra,Staelin,Senior Staff,1995-04-08,9999-01-01
11888,Badri,Azulay,Senior Staff,1999-11-28,9999-01-01
11894,Mitchel,Validov,Senior Engineer,1988-06-22,9999-01-01
11896,Shaunak,Benzmuller,Technique Leader,1990-07-04,9999-01-01
11897,Cordelia,Setlzner,Senior Staff,1997-06-16,9999-01-01
11906,Hideo,Boguraev,Engineer,1999-02-07,9999-01-01
11911,Ashish,Mondadori,Engineer,1990-06-05,1995-06-05
11915,Miomir,Mawatari,Engineer,1992-06-28,2001-06-28
11917,Jiakeng,VanScheik,Engineer,1997-03-08,9999-01-01
11926,Leni,Felcyn,Engineer,1998-09-18,9999-01-01
11931,Gunilla,Chiodo,Senior Staff,2000-01-13,9999-01-01
11933,Basil,Erman,Engineer,1987-06-13,1992-06-12
11938,Aruna,Verspoor,Staff,1994-07-15,9999-01-01
11940,Ult,Anido,Assistant Engineer,1996-11-02,9999-01-01
11944,Along,Aumann,Senior Engineer,1994-12-01,9999-01-01
11945,Limsoon,Marakhovsky,Staff,1994-01-21,9999-01-01
11948,Yahiko,Nergos,Engineer,1995-05-10,2002-05-10
11949,Martijn,Harbusch,Technique Leader,1985-03-11,9999-01-01
11951,Bernt,Haumacher,Assistant Engineer,1989-10-14,1995-10-14
11965,Arup,Morrey,Engineer,1993-10-07,9999-01-01
11972,Sibyl,Beausoleil,Senior Staff,1994-04-25,9999-01-01
11980,Yechezkel,Pews,Staff,1998-02-18,9999-01-01
11983,Jaana,Hedayat,Engineer,1986-10-11,1994-10-11
11989,Erzsebet,Peltason,Technique Leader,1989-01-07,9999-01-01
11993,Marit,Dalphin,Senior Staff,1996-10-22,9999-01-01
11994,Sigeru,Fiebach,Senior Staff,1999-11-11,9999-01-01
12007,Marko,Dehkordi,Engineer,1989-05-17,1996-05-17
12011,Zhilian,Coorg,Senior Staff,1997-07-22,9999-01-01
12015,Kensei,Guenter,Staff,1999-11-16,9999-01-01
12021,Chikara,Rahimi,Engineer,1991-09-30,2000-09-29
12023,Chuanyi,Eppinger,Technique Leader,1994-12-08,9999-01-01
12024,Mayumi,Lanzelotte,Staff,1997-11-03,9999-01-01
12028,Ingemar,Walstra,Engineer,1992-09-02,1997-09-02
12030,Shuky,Cromarty,Staff,1996-06-24,9999-01-01
12034,Aemilian,Piazza,Staff,1995-11-22,9999-01-01
12036,Mads,Ratzlaff,Senior Staff,1995-09-05,9999-01-01
12037,Arunas,Katzenelson,Senior Staff,1992-09-30,9999-01-01
12040,Bluma,Kermarrec,Senior Staff,1998-09-28,9999-01-01
12043,Masaki,Lubachevsky,Staff,2000-01-05,9999-01-01
12044,Rance,Hemaspaandra,Senior Engineer,1990-04-19,9999-01-01
12047,Jordanka,Ligten,Assistant Engineer,1996-08-23,9999-01-01
12050,Yuchang,Tchuente,Assistant Engineer,1989-04-01,1996-04-01
12053,Yechezkel,Pelc,Senior Engineer,1989-11-12,9999-01-01
12054,Odysseas,Braccini,Staff,1999-08-06,9999-01-01
12060,Toshimi,Antonakopoulos,Technique Leader,1996-06-21,9999-01-01
12062,Margareta,Worfolk,Senior Staff,1996-01-04,9999-01-01
12063,Lein,Bale,Engineer,1994-07-24,2002-07-24
12069,Ayonca,Burnard,Assistant Engineer,1985-05-13,1990-05-13
12070,Ger,Shokrollahi,Technique Leader,1988-11-14,9999-01-01
12076,Karlis,Siprelle,Senior Staff,1985-03-25,9999-01-01
12080,Panayotis,Feinberg,Senior Staff,2001-05-17,9999-01-01
12082,Xinan,Yamaashi,Senior Staff,1992-01-29,9999-01-01
12089,Bilhanan,Socorro,Senior Staff,1994-10-22,9999-01-01
12090,Shigenori,Angelopoulos,Engineer,1999-10-03,9999-01-01
12091,Lansing,Cunliffe,Senior Engineer,1989-03-21,9999-01-01
12092,Kauko,Unno,Senior Staff,1998-08-08,9999-01-01
12093,Evgueni,Oxenboll,Engineer,1994-01-19,1999-01-19
12094,Weiru,Pearson,Senior Staff,1989-04-27,9999-01-01
12099,Nobuyoshi,Kuzuoka,Senior Staff,1999-02-15,9999-01-01
12102,Aron,Erde,Staff,1994-02-17,9999-01-01
12112,Satyanarayana,Avouris,Senior Staff,1997-09-26,9999-01-01
12114,Shiv,Rubsam,Staff,1997-02-04,9999-01-01
12122,Satoru,Krone,Engineer,1987-07-24,1992-07-23
12123,Xiahua,Syrzycki,Senior Staff,1994-07-18,9999-01-01
12125,Shounak,Erman,Engineer,1997-03-31,9999-01-01
12138,Takahito,Brender,Engineer,1996-02-23,9999-01-01
12140,Xudong,Paciorek,Senior Staff,1996-11-15,9999-01-01
12149,Suebskul,Grandbois,Senior Staff,1988-10-01,9999-01-01
12159,Shem,Perly,Senior Engineer,1985-07-17,9999-01-01
12160,Aamer,Garrabrants,Senior Staff,1989-09-19,9999-01-01
12164,Muneo,Chachaty,Engineer,1996-05-14,9999-01-01
12165,Xiaobin,Maquelin,Senior Engineer,1994-08-29,9999-01-01
12168,Arnd,Salverda,Senior Staff,1996-06-21,9999-01-01
12172,Jianhua,Llado,Senior Staff,1990-12-08,9999-01-01
12174,Slavian,Plavsic,Senior Engineer,1996-01-09,9999-01-01
12183,Harngdar,Iisaku,Engineer,1998-04-04,9999-01-01
12186,Guther,Nooteboom,Senior Staff,1998-01-24,9999-01-01
12190,Abdulah,Engberts,Senior Engineer,1997-12-13,9999-01-01
12191,Rosella,Bazzichi,Engineer,1998-11-22,9999-01-01
12192,Feiyu,Klyachko,Engineer,1986-09-02,1991-09-02
12205,Sushant,Rossi,Senior Engineer,1987-11-11,9999-01-01
12206,Barton,Janetzko,Assistant Engineer,1985-03-27,1993-03-27
12210,Vugranam,Ashish,Senior Staff,1997-11-08,9999-01-01
12213,Kwangho,Brizzi,Senior Staff,2000-10-31,9999-01-01
12216,Aloke,Mansanne,Engineer,1995-10-25,9999-01-01
12218,Yaghout,Strooper,Engineer,1991-03-12,2000-03-11
12219,Junsik,Gadepally,Senior Staff,1995-06-13,9999-01-01
12221,Vincent,Melter,Engineer,1985-09-16,1991-09-16
12222,Abdelwaheb,Holburn,Senior Staff,1996-08-14,9999-01-01
12223,Niteen,Koyama,Engineer,1986-08-13,1995-08-13
12230,Yuriy,Bellone,Engineer,1997-04-13,9999-01-01
12231,Nishit,Bharadwaj,Senior Engineer,1990-05-19,9999-01-01
12235,Honesty,Haumacher,Staff,1997-07-10,9999-01-01
12242,Satoru,Wolniewicz,Assistant Engineer,1994-11-12,2000-11-11
12247,Subbu,Penttonen,Technique Leader,1985-04-09,9999-01-01
12249,Eldridge,Sadowski,Engineer,1987-06-21,1996-06-20
12250,Kerhong,Aloia,Senior Engineer,1991-04-25,9999-01-01
12256,Guadalupe,Reghbati,Senior Staff,1992-08-26,9999-01-01
12258,Kankanahalli,Eiter,Engineer,1990-06-22,1999-06-22
12264,Mart,Pagter,Engineer,1998-01-09,9999-01-01
12269,Mohammed,Whitcomb,Engineer,1994-07-06,2000-07-05
12270,Shakhar,Kornyak,Senior Staff,1996-08-19,9999-01-01
12272,Behnaam,Grandbois,Senior Staff,1992-12-07,9999-01-01
12273,Jaideep,Uehara,Senior Staff,1998-02-14,9999-01-01
12281,Hisao,Langford,Engineer,1993-09-22,2000-09-22
12282,Tadahiro,Delgrange,Engineer,1999-10-06,9999-01-01
12291,Masamitsu,Koyama,Senior Staff,1999-03-29,9999-01-01
12298,Tetsurou,Rodham,Senior Engineer,1994-03-31,9999-01-01
12308,Mototsugu,Cronau,Senior Staff,1991-08-11,9999-01-01
12311,Susanne,Lubachevsky,Senior Engineer,1985-10-22,9999-01-01
12316,Hyuncheol,Duclos,Assistant Engineer,1992-04-05,1998-04-05
12317,Weiyi,Crabtree,Staff,1996-08-11,9999-01-01
12327,DAIDA,Bruckman,Engineer,1986-10-16,1992-10-15
12328,Atilio,Prampolini,Staff,1997-05-03,9999-01-01
12338,Kagan,Besselaar,Staff,1997-01-10,9999-01-01
12339,Pranay,Czaja,Staff,1996-07-18,9999-01-01
12341,Rasiah,Luga,Engineer,1985-05-25,1990-05-25
12343,Sorina,Slaats,Senior Staff,1997-08-25,9999-01-01
12355,Vidar,Hutton,Engineer,1989-11-08,1995-11-08
12364,Neelam,Cummings,Assistant Engineer,1998-11-02,9999-01-01
12365,Kamakshi,Bisiani,Engineer,1988-09-12,1994-09-12
12368,Gor,Dechter,Senior Staff,2000-06-14,9999-01-01
12373,Mooi,Driscoll,Senior Staff,1993-11-11,9999-01-01
12379,Kazuhisa,Serna,Technique Leader,1996-06-02,9999-01-01
12381,Amalendu,Klerer,Senior Staff,1998-06-24,9999-01-01
12388,Arumugam,Hebert,Senior Engineer,1997-09-11,9999-01-01
12394,Stevo,Reeken,Engineer,1998-09-26,9999-01-01
12395,Sanjit,Felder,Senior Staff,1995-06-05,9999-01-01
12399,Mihalis,Luga,Senior Staff,1996-12-06,9999-01-01
12411,Shao,Ibel,Senior Staff,1991-08-17,9999-01-01
12413,Hugh,Gadepally,Engineer,1994-03-04,1999-03-04
12417,Dannz,Spelt,Senior Engineer,1998-02-02,9999-01-01
12421,Toshimi,Gulik,Engineer,1991-10-30,1996-10-29
12422,Berhard,Demos,Senior Staff,2001-06-07,9999-01-01
12426,Shahaf,Valtorta,Technique Leader,1999-05-17,9999-01-01
12427,Zissis,Daescu,Senior Staff,2000-09-09,9999-01-01
12434,Xumin,Bernardinello,Engineer,1994-09-11,9999-01-01
12438,Yongmao,Mondadori,Senior Staff,1999-12-20,9999-01-01
12450,Sanjeeva,Perng,Engineer,1992-02-02,1999-02-02
12452,Hiroyasu,Francisci,Engineer,1997-09-28,9999-01-01
12454,Kerryn,Farris,Staff,1998-12-18,9999-01-01
12464,Shai,Milicic,Staff,1998-06-01,9999-01-01
12466,Cullen,Nations,Senior Staff,1994-02-19,9999-01-01
12468,Ioana,Baezner,Staff,1993-12-08,9999-01-01
12475,Filipe,Roison,Engineer,1987-04-26,1996-04-25
12480,Tetsushi,Schade,Staff,1997-12-21,9999-01-01
12487,Mona,Reghbati,Senior Staff,1998-12-07,9999-01-01
12488,Etsuo,Gerteisen,Engineer,1990-04-27,1995-04-27
12489,Arnould,Munck,Senior Engineer,1986-04-11,9999-01-01
12490,Jackson,Muchinsky,Engineer,1994-05-09,2000-05-08
12492,Kristinn,Hammerschmidt,Senior Engineer,1992-11-16,9999-01-01
12497,Stein,Penz,Senior Staff,1997-09-25,9999-01-01
12499,Izaskun,Lamba,Senior Staff,1997-08-27,9999-01-01
12501,Morrie,Matheson,Senior Staff,1986-06-05,9999-01-01
12502,Danil,VanScheik,Senior Engineer,1989-06-06,9999-01-01
12504,Adly,Rosaz,Engineer,1997-08-14,9999-01-01
12506,Gay,Rodite,Assistant Engineer,1990-08-29,1997-08-29
12509,Rutger,Krzyzanowski,Senior Staff,1997-09-25,9999-01-01
12514,Tomofumi,Melter,Engineer,1999-11-13,9999-01-01
12515,Pranav,Wilharm,Engineer,1994-01-27,2000-01-27
12520,Goetz,Basart,Engineer,1999-03-06,9999-01-01
12522,Trygve,Zhang,Technique Leader,1999-01-28,9999-01-01
12523,Tonia,Casley,Senior Staff,1990-01-22,9999-01-01
12524,Tetsushi,Demeyer,Engineer,1996-12-19,9999-01-01
12528,Conor,Cincotta,Senior Staff,1997-09-24,9999-01-01
12534,Yongmao,Gerlach,Senior Engineer,1985-08-14,9999-01-01
12537,Avishai,Gonthier,Senior Staff,2001-05-19,9999-01-01
12540,Poornachandra,Bresenham,Senior Staff,1998-11-28,9999-01-01
12541,Shih,Nanard,Senior Staff,1996-08-31,9999-01-01
12542,Kazuhide,Bouloucos,Senior Staff,1993-09-11,9999-01-01
12551,Jeane,Tzvieli,Engineer,1987-12-04,1993-12-03
12553,Aral,Vesna,Senior Staff,1987-02-28,9999-01-01
12555,Spyrose,DuCasse,Assistant Engineer,1995-07-23,9999-01-01
12557,Stafford,Kopetz,Senior Engineer,1988-03-20,9999-01-01
12558,Danco,Niizuma,Senior Engineer,1989-08-12,9999-01-01
12563,Honesty,Ducloy,Engineer,1998-03-08,9999-01-01
12564,Remco,Nitsche,Staff,1998-11-03,9999-01-01
12571,Abdelaziz,Candan,Assistant Engineer,1997-04-23,2002-04-23
12574,Mong,Gelosh,Engineer,1999-01-08,9999-01-01
12586,Oguz,Tasistro,Engineer,1994-04-30,2001-04-30
12588,Yagil,Kenevan,Engineer,1997-02-08,2002-02-08
12589,Anoosh,Chleq,Engineer,1988-09-08,1997-09-08
12590,Gita,Rosenbaum,Senior Staff,1993-02-25,9999-01-01
12596,Breannda,Roisin,Senior Staff,1996-09-29,9999-01-01
12597,Kazuhito,Petereit,Senior Staff,1999-12-13,9999-01-01
12601,Ghassan,Simkin,Assistant Engineer,1992-07-09,1997-07-09
12603,Utpal,Roison,Staff,1997-06-10,9999-01-01
12608,Nectarios,Mondadori,Senior Staff,2000-02-22,9999-01-01
12612,Chandrasekaran,Thimonier,Staff,1999-05-29,9999-01-01
12617,Shawna,Rusterholz,Senior Staff,1996-03-02,9999-01-01
12623,Raimond,Scharstein,Senior Staff,2000-11-03,9999-01-01
12626,Gill,Comyn,Assistant Engineer,1990-09-25,1995-09-25
12630,Sreekrishna,Falco,Senior Staff,1997-06-03,9999-01-01
12635,Xinyu,Restivo,Engineer,1995-02-03,2000-02-03
12636,Yuuichi,Debuse,Senior Staff,1996-10-22,9999-01-01
12638,Yuqun,Seiwald,Engineer,1999-04-29,9999-01-01
12639,Zeljko,Schapire,Engineer,1994-05-21,2002-05-21
12642,Suebskul,Gips,Senior Staff,2001-10-28,9999-01-01
12644,Bernt,Jayawardene,Engineer,1989-10-29,1994-10-29
12645,Kyoichi,Decaestecker,Staff,1999-05-21,9999-01-01
12651,Pragnesh,Bael,Senior Staff,1988-01-27,9999-01-01
12656,Seshu,Morton,Senior Staff,2001-06-27,9999-01-01
12662,Leucio,Alvarado,Assistant Engineer,1985-08-27,1994-08-27
12663,Nobuyoshi,Stellhorn,Technique Leader,1986-09-29,9999-01-01
12664,Zhonghua,Parveen,Staff,1999-08-04,9999-01-01
12666,Stamatina,Prenel,Engineer,1998-04-19,9999-01-01
12670,Seongbae,Alameldin,Engineer,1999-09-10,9999-01-01
12672,Mayumi,Varman,Senior Engineer,1998-04-02,9999-01-01
12680,Bader,Staudhammer,Staff,1995-11-12,9999-01-01
12687,Weicheng,Badache,Staff,1998-04-12,9999-01-01
12689,Luerbio,Boudaillier,Engineer,1992-11-23,2001-11-23
12691,Oddvar,Gils,Engineer,1992-08-25,1998-08-25
12697,Uri,Brizzi,Senior Staff,1994-07-11,9999-01-01
12707,Gregory,Zastre,Staff,1998-06-24,9999-01-01
12709,Ronghao,Botman,Engineer,1995-02-26,2001-02-25
12715,Honglan,Showalter,Staff,1996-07-05,9999-01-01
12717,Tzu,Jiafu,Staff,1999-10-20,9999-01-01
12722,Elliott,Cheshire,Senior Staff,1985-03-29,9999-01-01
12725,Inderjeet,Flexer,Senior Staff,1999-05-28,9999-01-01
12726,Fumitake,Panwar,Senior Engineer,1994-05-19,9999-01-01
12729,Nahla,Rahier,Engineer,1992-10-15,1997-10-15
12731,Yongmao,Waymire,Senior Staff,1988-04-05,9999-01-01
12732,Mara,Takanami,Senior Staff,1988-04-06,9999-01-01
12734,Gil,Frijda,Senior Engineer,1986-03-03,9999-01-01
12746,Heekeun,Lunn,Engineer,1991-07-08,1999-07-08
12747,Salvador,Atrawala,Technique Leader,1994-05-23,9999-01-01
12748,Berry,Kakkar,Engineer,1998-12-13,9999-01-01
12753,Kazuhito,Syrotiuk,Engineer,1991-08-26,1999-08-26
12754,Ronnie,Tetzlaff,Engineer,1993-09-17,1998-09-17
12755,Rildo,Rodite,Senior Staff,1994-03-18,9999-01-01
12761,Hitofumi,Schaad,Senior Staff,2002-05-06,9999-01-01
12769,Abdelwaheb,Gluchowski,Engineer,1994-09-02,9999-01-01
12770,Maik,Benzaken,Senior Staff,1990-11-16,9999-01-01
12773,Jenwei,Lovengreen,Engineer,1985-03-05,1994-03-05
12774,Moon,Asrin,Engineer,1997-08-02,9999-01-01
12777,Sreenivas,Cichocki,Senior Staff,1999-08-20,9999-01-01
12785,Bouchung,Armand,Senior Engineer,1996-12-29,9999-01-01
12786,Weiyi,Schusler,Engineer,1999-12-08,9999-01-01
12789,Sanjai,Felcyn,Engineer,1996-09-24,9999-01-01
12790,Gunilla,Perl,Senior Staff,2000-08-07,9999-01-01
12795,Masoud,Fordan,Senior Staff,1997-06-23,9999-01-01
12796,Saniya,Stanfel,Engineer,1992-05-24,2001-05-24
12798,Lillian,Beeson,Senior Staff,1996-12-26,9999-01-01
12799,Tiina,Businaro,Senior Staff,1993-12-25,9999-01-01
12803,Gad,Boissier,Senior Staff,1990-03-16,9999-01-01
12807,Gretta,Babb,Senior Engineer,1996-08-06,9999-01-01
12810,Kristof,Staelin,Technique Leader,1996-07-06,9999-01-01
12815,Sushant,Junot,Senior Staff,1993-02-27,9999-01-01
12819,Mountaz,Gubsky,Engineer,1989-09-09,1996-09-09
12821,Arco,Gihr,Engineer,1997-05-04,9999-01-01
12828,Oksana,Camurati,Staff,1999-06-07,9999-01-01
12829,Harngdar,Harbusch,Engineer,1995-07-06,2000-07-05
12840,Zhensheng,Ferretti,Engineer,1994-09-10,9999-01-01
12843,Yinlin,Heijenga,Engineer,1993-10-23,1998-10-23
12848,Kazuhide,Smeets,Engineer,1997-05-11,9999-01-01
12851,Kwangyoen,Ramsay,Staff,1998-08-25,9999-01-01
12855,Mabhin,Murrill,Senior Staff,1997-08-12,9999-01-01
12857,Alagu,Gils,Senior Engineer,1995-07-05,9999-01-01
12863,Leif,Matheson,Engineer,1985-09-06,1990-09-06
12865,Katsuyuki,Rothe,Senior Staff,1994-02-14,9999-01-01
12868,Berthier,Nanard,Senior Engineer,1990-01-07,9999-01-01
12869,Jacopo,Swiler,Staff,1999-01-02,9999-01-01
12872,Marl,Schmittgen,Senior Staff,1993-09-09,9999-01-01
12879,Baruch,Eugenio,Engineer,1990-06-11,1995-06-11
12881,Huai,Yurek,Staff,1999-08-25,9999-01-01
12885,Anwar,Collavizza,Senior Engineer,1990-09-11,9999-01-01
12887,Hilari,DuBourdieux,Engineer,1994-09-19,2001-09-19
12889,Mayumi,Mukaidono,Engineer,1999-04-28,9999-01-01
12890,Neven,Casley,Senior Staff,1985-10-31,9999-01-01
12893,Licheng,Crouzet,Senior Staff,1995-03-18,9999-01-01
12895,Roddy,Serot,Senior Engineer,1993-08-15,9999-01-01
12899,Chinho,Sethi,Senior Staff,1998-01-13,9999-01-01
12905,Munehiro,Gecsei,Engineer,1987-07-19,1993-07-18
12910,Uno,Casley,Staff,1998-03-16,9999-01-01
12915,Arco,Ligten,Senior Staff,2000-03-31,9999-01-01
12923,Chaosheng,Journel,Engineer,1990-01-02,1997-01-02
12926,Heekeun,Luby,Senior Staff,1992-12-24,9999-01-01
12934,Adil,Solares,Engineer,1989-10-15,1996-10-15
12936,Reinhold,Farrow,Technique Leader,1994-11-10,9999-01-01
12940,Odinaldo,Farrar,Engineer,1987-12-12,1992-12-11
12941,Tommaso,Perelgut,Engineer,1986-11-06,1995-11-06
12944,Alselm,Benzmuller,Senior Staff,2001-06-24,9999-01-01
12949,Geoff,Asrin,Engineer,1987-02-12,1992-02-12
12960,Tayeb,Navazio,Engineer,1994-08-19,9999-01-01
12962,Paraskevi,Beerel,Senior Staff,2001-10-21,9999-01-01
12969,Mohan,Angot,Senior Staff,1999-02-05,9999-01-01
12977,Byong,Markovitch,Engineer,1987-08-24,1992-08-23
12982,Sachem,Aamodt,Engineer,1992-01-11,2000-01-11
12983,Elliott,Hambrick,Staff,1999-06-28,9999-01-01
12986,Khun,Hennebert,Senior Engineer,1990-09-20,9999-01-01
12987,Youngkon,Kading,Engineer,1993-05-03,2001-05-03
13000,Adhemar,Chiodo,Engineer,1997-07-05,9999-01-01
13002,Henk,Muhlberg,Senior Engineer,1994-05-03,9999-01-01
13004,Fan,Beznosov,Engineer,1990-05-18,1996-05-17
13008,Jayesh,Zaumen,Engineer,2000-01-07,9999-01-01
13011,Aamer,Glowinski,Technique Leader,1995-05-18,9999-01-01
13013,Heekeun,Baak,Engineer,2000-01-22,9999-01-01
13027,Paraskevi,Kohling,Technique Leader,1992-01-23,9999-01-01
13030,Yahiko,Kroll,Senior Staff,1999-11-25,9999-01-01
13034,Arunas,Rosen,Senior Staff,1992-06-23,9999-01-01
13046,Vivian,Stafford,Senior Staff,1987-04-19,9999-01-01
13047,Atilio,Chelton,Engineer,1992-02-26,1997-02-25
13048,Kerhong,Massonet,Senior Engineer,1996-11-14,9999-01-01
13052,Aleksandar,Schlenzig,Engineer,1991-07-27,1996-07-26
13054,Samphel,Masamoto,Engineer,1994-12-21,2001-12-21
13065,Zine,Schiper,Senior Staff,2001-01-26,9999-01-01
13067,Wayne,Kornyak,Senior Engineer,1994-11-24,9999-01-01
13075,Rosella,Morrin,Senior Staff,1991-08-17,9999-01-01
13076,Deniz,Skafidas,Engineer,1995-01-28,9999-01-01
13084,Domenico,Pagter,Senior Staff,2002-03-02,9999-01-01
13086,Dzung,Domenig,Senior Staff,2000-01-27,9999-01-01
13093,Sajjan,Unno,Staff,1999-09-18,9999-01-01
13096,Ibibia,Armand,Engineer,1994-04-22,2001-04-22
13103,Srinidhi,Ellozy,Senior Engineer,1988-06-19,9999-01-01
13108,Rance,Matteis,Senior Staff,1989-12-14,9999-01-01
13110,Maria,Kamble,Senior Engineer,1989-07-16,9999-01-01
13124,Quingbo,Garnick,Senior Staff,1985-03-17,9999-01-01
13126,Parviz,Hennebert,Engineer,1994-03-08,2002-03-08
13133,Guther,Senzako,Senior Staff,1991-09-03,9999-01-01
13134,Lorien,Chepyzhov,Engineer,1987-10-23,1993-10-22
13140,Shuji,Vidal,Staff,1999-05-30,9999-01-01
13143,Qingxiang,Ventosa,Technique Leader,1990-02-25,9999-01-01
13144,Persi,Nollmann,Senior Staff,1997-06-19,9999-01-01
13146,Haldon,Erie,Senior Staff,1985-05-25,9999-01-01
13147,Shichao,Ginesta,Senior Staff,1998-06-29,9999-01-01
13150,Mahmut,Stavenow,Technique Leader,1991-06-15,9999-01-01
13156,Akeel,Millington,Engineer,1992-08-18,2000-08-18
13159,Jingling,Ranst,Staff,1999-08-12,9999-01-01
13161,Manu,Picci,Engineer,1990-01-02,1996-01-02
13165,Lucian,Benner,Engineer,1988-03-16,1995-03-17
13168,Munir,Stentiford,Engineer,1987-09-11,1992-09-10
13170,Cheong,Bernardeschi,Senior Staff,1998-01-09,9999-01-01
13171,Anoosh,Birnbaum,Engineer,1987-08-31,1995-08-31
13173,Arve,Horswill,Senior Staff,1996-09-23,9999-01-01
13175,Yucai,Swick,Engineer,1991-01-20,1998-01-20
13179,Moty,Janocha,Staff,1999-02-19,9999-01-01
13182,Kokou,Rodite,Engineer,1999-03-03,9999-01-01
13186,Kyoichi,Barbanera,Senior Staff,1995-04-29,9999-01-01
13189,Yuuichi,Bazzichi,Staff,1999-10-16,9999-01-01
13192,Rosita,Flowers,Technique Leader,1993-02-01,9999-01-01
13200,Weidon,Pauthner,Engineer,1991-08-07,1998-08-07
13202,Aram,Scharstein,Senior Staff,1992-03-28,9999-01-01
13203,Phule,Emmart,Senior Staff,1995-01-12,9999-01-01
13204,Mircea,Pellegrinelli,Assistant Engineer,1996-12-16,9999-01-01
13206,Tetsurou,Rullman,Staff,1999-09-06,9999-01-01
13210,Jianhua,Klassen,Senior Staff,2002-07-27,9999-01-01
13213,Hein,Billawala,Senior Staff,1993-08-30,9999-01-01
13216,Stabislas,Weedman,Staff,1999-05-23,9999-01-01
13227,Goncalo,Pell,Staff,1997-02-03,9999-01-01
13232,Mitchel,Fujisaki,Technique Leader,1986-06-02,9999-01-01
13233,Alselm,Chvatal,Engineer,1987-03-31,1995-03-31
13235,Taizo,Remmers,Engineer,1998-04-23,9999-01-01
13238,Ebru,Foote,Senior Staff,1998-10-10,9999-01-01
13240,King,Pileggi,Engineer,1994-03-10,2001-03-10
13246,Adil,Siepmann,Staff,1999-12-31,9999-01-01
13250,Zeydy,Schusler,Assistant Engineer,1988-10-28,1993-10-28
13252,Morris,Kavvadias,Staff,1997-04-04,9999-01-01
13260,JoAnna,McDermid,Technique Leader,1997-02-08,9999-01-01
13263,Subhash,Zockler,Senior Staff,1998-06-17,9999-01-01
13272,Arun,Jiang,Senior Staff,1985-03-10,9999-01-01
13276,Yechiam,Seuren,Senior Staff,1991-03-09,9999-01-01
13282,Cordelia,Macedo,Senior Staff,1995-04-16,9999-01-01
13288,Muneo,Broomell,Senior Staff,1995-04-14,9999-01-01
13290,Stamatina,Karner,Staff,1995-12-24,9999-01-01
13291,Georg,Stamatiou,Engineer,1986-10-30,1993-10-30
13294,Haldun,Stroustrup,Staff,1997-12-20,9999-01-01
13302,Mack,Alencar,Engineer,1990-09-26,1997-09-26
